,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
57467,2ufmtcIFdFpuUYBPXK5f67,Halsey,Manic,Graveyard,69,181805,False,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,4,indie
57468,0O0bttAxJKKWqAqY2Nq4mC,Cigarettes After Sex,Cry,Falling In Love,68,245840,False,0.472,0.27,7,-11.649,1,0.027,0.729,0.0158,0.125,0.373,140.673,4,indie
57469,0qOCy2LqvdkMora7eZsJhQ,Vansire,Angel Youth,From the Subway Train,76,57370,False,0.392,0.429,5,-10.279,0,0.0462,0.527,0.015,0.217,0.105,72.104,4,indie
57470,4RxdAzEmkPXTiIU6ULLoXh,JVKE,this is what ____ feels like (Vol. 1-4),this is what heartbreak feels like,67,157636,False,0.707,0.474,1,-4.603,1,0.0672,0.578,0.0,0.11,0.538,109.991,4,indie
57471,4H7S2ogSxUrX9bMv3a2O2K,Prateek Kuhad,In Tokens & Charms (Deluxe Edition),Just to Be With You,47,81280,False,0.792,0.267,10,-14.205,1,0.056,0.939,0.0331,0.12,0.607,146.033,3,indie
57472,27A6QF7xH4DXwE28INOZW4,Cafuné,Tek It - New Noise,Tek It,0,191823,False,0.423,0.913,8,-5.354,1,0.0655,6.53e-05,0.0,0.269,0.596,146.995,4,indie
57473,74EYTDEpOq0oFZthW9p39R,Cafuné,Baddest of Them All,Tek It,0,191823,False,0.423,0.913,8,-5.354,1,0.0655,6.53e-05,0.0,0.269,0.596,146.995,4,indie
57474,0dnEMfP8s7rgvVdtgbYKwe,Cafuné,Daily Pop Mix,Tek It,0,191823,False,0.423,0.913,8,-5.354,1,0.0655,6.53e-05,0.0,0.269,0.596,146.995,4,indie
57475,7qH9Z4dJEN0l9bidizW7fq,Novo Amor,Bathing Beach,Anchor,75,257533,False,0.457,0.407,9,-11.475,1,0.0308,0.805,0.884,0.126,0.126,117.053,4,indie
57476,4SjCFYcyUxsitFDpVINqxA,Seedhe Maut;Sez on the Beat,Nayaab,Anaadi,47,198870,True,0.881,0.575,0,-8.106,1,0.246,0.116,0.0,0.318,0.396,123.989,4,indie
57478,7pNzZIVe1aTino5pgfQtlg,Tribal Rain,Roka Yo Samay,Narisawna,50,287503,False,0.519,0.448,5,-9.387,1,0.0276,0.859,0.011,0.147,0.777,172.049,4,indie
57480,56dhkwFTzbq3AS54dguEEH,Twin Strings,Khabar,Khabar,47,218636,False,0.597,0.474,0,-9.846,1,0.0304,0.758,1.68e-06,0.116,0.315,132.004,4,indie
57481,0y5EJMV1PE3YPDUWMN314E,Chowraasta,Maya,Maya,47,282254,False,0.585,0.325,2,-5.612,0,0.0972,0.279,0.0,0.334,0.25,75.032,4,indie
57482,2FfgDLrH2ryEpQlHQsftlY,Anupam Roy,Hemlock Society,Ekhon Onek Raat,48,225976,False,0.727,0.564,9,-9.797,1,0.0567,0.707,0.0,0.104,0.616,97.008,4,indie
57483,2tSEfOgn1XwBmwYZaK8swk,Cafuné,Beautiful Trending Hits 2022,Tek It,1,191823,False,0.423,0.913,8,-5.354,1,0.0655,6.53e-05,0.0,0.269,0.596,146.995,4,indie
57484,2ipNoQnWy0SwYCasXfi9h4,Cafuné,Gaming Songs 2022: Hard Mode,Tek It (Sped Up) - Remix,0,166859,False,0.348,0.95,10,-5.049,0,0.124,9.93e-05,9.68e-06,0.0868,0.377,168.964,4,indie
57485,5jjZikDrEd0by1o7V3fO4y,Royal & the Serpent,Overwhelmed,overwhelmed,70,159293,False,0.804,0.323,0,-11.127,0,0.305,0.308,0.0,0.15,0.456,87.019,4,indie
57486,63rI4HRfWhD3aOJ8n5eEeu,Cafuné,I'm Blue - Hits of 2022,Tek It,0,191823,False,0.423,0.913,8,-5.354,1,0.0655,6.53e-05,0.0,0.269,0.596,146.995,4,indie
57487,3gEXozdAKhOArKGMfW0m5W,Sushant KC,Maya Ma (2018 Compilation),Muskurayera,51,196160,False,0.594,0.522,7,-9.532,1,0.0433,0.888,0.000691,0.11,0.556,79.995,4,indie
57488,6NslKAT1JQkrCB40DMfSKq,Cafuné,Hits Hits Hits,Tek It,0,191823,False,0.423,0.913,8,-5.354,1,0.0655,6.53e-05,0.0,0.269,0.596,146.995,4,indie
57489,4yv0B8k4L6QCOlxojOgH9c,Cafuné,New Pop Classics,Tek It,0,191823,False,0.423,0.913,8,-5.354,1,0.0655,6.53e-05,0.0,0.269,0.596,146.995,4,indie
57490,0TWIl5FZSQVuKtEwO2MPp8,Cafuné,"#Multiverse, If the Multiverse Is Real",Tek It (Sped Up) - Remix,1,166859,False,0.348,0.95,10,-5.049,0,0.124,9.93e-05,9.68e-06,0.0868,0.377,168.964,4,indie
57491,0VsdGpccIWa7h8sYZmaO0G,Last Minute India,Kaagaz Ki Naav,Kaagaz Ki Naav,46,297968,False,0.273,0.617,9,-6.884,1,0.0363,0.0169,0.0,0.153,0.181,96.271,4,indie
57492,2p9P80g69GvL8fcIaBC7nu,Mohan Kannan,Queen,Kinare,48,212167,False,0.526,0.464,7,-7.767,1,0.0274,0.359,0.00167,0.117,0.165,141.934,4,indie
57493,64zeTLKn5flc0t74NeApXQ,Karthik Rao;Shilpa Surroch,Please Find Attached - Season 2 (A Dice Original Series),Haari Main Haari,47,163555,False,0.695,0.276,1,-16.612,1,0.0361,0.935,0.00422,0.102,0.398,135.122,4,indie
57494,1vzOAqyprXwN1Yw5vxBaQV,Tenma;Arivu;Sharanya Srinivas,Natchathiram Nagargirathu (Original Motion Picture Soundtrack),Natchathiram Nagargirathu,46,293183,False,0.535,0.459,11,-10.688,1,0.0312,0.671,0.00241,0.106,0.266,129.92,3,indie
57495,0i4TchavjPYnQYn10ddEZZ,Roshan Sebastian;Robin Sebastian,"Siblings Unplugged, Vol. 2",Visiri - Enai Noki Paayum Thota,49,64615,False,0.646,0.264,7,-14.526,1,0.0563,0.912,0.000187,0.154,0.229,103.955,4,indie
57496,2nSTgkvfDLV7Brzi1cYEf5,FINNEAS,The Greatest Rock Tunes 2022,What They'll Say About Us,0,181210,False,0.538,0.318,7,-13.036,0,0.0417,0.88,7.28e-05,0.116,0.0897,144.988,4,indie
57497,6AYQy1lLzqllit1J6TtCgi,Nithya Balaji;Abhishek Pughazh,Kuruma Kuruvinga (Unplugged),Vaaya En Veera X Nee Tholaindhayo,47,265364,False,0.549,0.394,9,-11.47,1,0.038,0.691,1.01e-05,0.0833,0.188,122.775,4,indie
57498,0qo1JukfClmpHnUOJxpFXi,Mad Tsai,killer queen,killer queen,73,178888,True,0.69,0.732,3,-5.352,0,0.0497,0.0604,0.00114,0.168,0.636,107.977,4,indie
57499,5jqBYCKbXjoo4rgjOfFQzE,FINNEAS,Best Road Trip Pop Tunes,What They'll Say About Us,0,181210,False,0.538,0.318,7,-13.036,0,0.0417,0.88,7.28e-05,0.116,0.0897,144.988,4,indie
57501,56ToH3YiSMT51y1H2dygOX,Bon Iver;St. Vincent,The Twilight Saga: New Moon (Original Motion Picture Soundtrack) [Deluxe],Rosyln,53,289560,False,0.329,0.277,10,-13.111,0,0.0302,0.971,0.024,0.0971,0.121,159.719,3,indie
57502,1yFryDjhXXIIaJA1dKqrab,Hasan Raheem;Natasha Noorani;Talal Qureshi,Faltu Pyar,Faltu Pyar,55,221550,False,0.648,0.517,10,-6.813,0,0.119,0.42,0.0,0.0395,0.76,199.919,4,indie
57503,6RK3IsiUW6YaSMEodbO4tk,M83;Felsmann + Tiley,Solitude (Felsmann + Tiley Reinterpretation),Solitude - Felsmann + Tiley Reinterpretation,72,222354,False,0.367,0.202,0,-11.342,1,0.0313,0.668,0.145,0.109,0.0362,121.865,4,indie
57504,3zksbXteOCeSusJ5Xltr3t,Clairo,Bubble Gum,Bubble Gum,80,175960,False,0.509,0.0167,9,-24.639,1,0.115,0.979,2.72e-05,0.387,0.229,207.97,3,indie
57505,6J2pC3j9WF4tVJo4mEHZdn,Nucleya;2jaym;Sublahshini,Kanaa,Kanaa,48,257683,False,0.588,0.687,7,-5.786,1,0.0514,0.00449,0.00288,0.104,0.23,94.896,4,indie
57506,4lcQHckNMeUkM8jx67j28G,Arooj Aftab,Vulture Prince,Mohabbat,51,462500,False,0.369,0.231,9,-16.222,1,0.0315,0.852,0.096,0.108,0.0516,165.438,4,indie
57507,3PMQvsVUEOMWsEGsSGG0aA,The Yellow Diary,Marz,Marz,46,222579,False,0.433,0.599,9,-7.293,1,0.0717,0.479,2.04e-06,0.12,0.338,71.798,4,indie
57508,0dkvbYmXYEPK7gGMdytmfI,Lykke Li,sex money feelings die (slowed version),sex money feelings die - slowed version,75,168810,True,0.797,0.44,5,-6.587,0,0.0594,0.471,1.57e-06,0.0849,0.436,111.014,4,indie
57509,6FfLg6FFqhCsrFOaHIGkg0,JAWNY,For Abby,Honeypie,75,135581,False,0.74,0.688,5,-4.361,0,0.0916,0.061,0.0,0.138,0.935,115.035,4,indie
57510,0AjcdGri5vhJsmZnduCEqd,girl in red,October Passed Me By,October Passed Me By,74,165746,False,0.445,0.367,0,-13.086,1,0.0452,0.761,0.075,0.0987,0.202,155.675,4,indie
57512,4tkk65MyQNzYOQKgVbLCZ3,Abdul Hannan;BAIG,Siyah,Siyah,56,171290,False,0.756,0.417,10,-6.776,1,0.0336,0.538,0.0255,0.0999,0.276,123.957,4,indie
57513,6hFeEa1XPaw2bbHi8eFt4x,Raman Negi,Ek Din,Ek Din,46,300202,False,0.724,0.644,2,-7.367,1,0.102,0.0279,0.000801,0.903,0.699,91.995,4,indie
57514,7e4SULG2NwQ9rt7MK6FbKl,Bartika Eam Rai,Si Ma Na,Kaalpanik / Maayajastai,48,273357,False,0.597,0.392,10,-9.656,0,0.0294,0.883,0.000295,0.11,0.535,82.011,3,indie
57515,6dBUzqjtbnIa1TwYbyw5CM,TV Girl,French Exit,Lovers Rock,83,213920,False,0.559,0.871,5,-5.338,0,0.0397,7.53e-06,0.00545,0.096,0.572,104.97,4,indie
57516,2rjCLFdX8n9xLoMZgdMMxt,Tanmaya Bhatnagar,Kya Tum Naraaz Ho? (Raw),Kya Tum Naraaz Ho? (Raw),46,212530,False,0.593,0.112,1,-16.506,1,0.0322,0.924,1.39e-06,0.116,0.296,97.118,4,indie
57517,26ZzSLUJMmYp5u1hDELEWH,Crystal Castles,(III),Transgender,76,184760,False,0.522,0.914,7,-8.285,1,0.0379,0.000164,0.847,0.24,0.0364,137.939,3,indie
57518,6Xs7OKt6i0Ddq8B4M5Dgvr,Halsey,BADLANDS,New Americana,65,183808,False,0.339,0.707,0,-5.121,0,0.0428,0.0113,0.0,0.337,0.359,173.993,4,indie
57519,59P5MoE5SawsaMpBVHhj6o,Tribal Rain,Roka Yo Samay,Jiunu Nai Hola,49,235232,False,0.617,0.426,7,-11.154,0,0.0299,0.95,0.233,0.114,0.4,154.025,3,indie
57520,5jkbw3FDS3bSSb4oLKYbjf,Sub Urban;REI AMI,Thrill Seeker,Freak (feat. REI AMI),70,194000,False,0.619,0.45,7,-11.965,0,0.515,0.433,0.0,0.513,0.41,179.755,4,indie
57521,11BUFxLtMAVUtJaTnNK8Ey,JVKE;ILLENIUM;NURKO,golden hour (ILLENIUM & NURKO Remix),golden hour - ILLENIUM & NURKO Remix,57,201904,False,0.453,0.771,1,-4.382,0,0.0341,0.046,0.0,0.159,0.0754,126.003,4,indie
57522,2mEHyRXGIPArlWSDkIqujW,Zaeden,Genesis 1:1,days,47,150000,False,0.811,0.499,7,-9.37,1,0.0589,0.255,0.00478,0.189,0.373,144.028,4,indie
57523,5hL9yKGJAMUxfwsjFnJ0aR,Osho Jain,Wahaan,Khud Se,47,188571,False,0.696,0.153,10,-16.133,1,0.0301,0.907,1.09e-06,0.111,0.451,140.077,3,indie
57524,3053O8x3s4imnZURts5t0W,Ritviz,Mismatched (Music from the Netflix Original Series),Sun Toh,49,174222,False,0.639,0.72,0,-9.639,1,0.0628,0.133,0.0231,0.098,0.569,134.985,4,indie
57525,0Lb2HpsqNvADo6h3WCSxW4,Joi Barua,Laila Majnu,O'Meri Laila - Radio Version,46,191137,False,0.515,0.717,8,-7.562,1,0.0531,0.331,0.0,0.118,0.54,107.062,4,indie
57526,3lsaCXY238dhR9GW9DEV5e,Zaeden;Polar,Genesis 1:1,1000 pieces,47,188571,False,0.714,0.579,0,-6.087,1,0.0316,0.218,0.0,0.358,0.256,140.006,4,indie
57527,6pkR6jHUCqZY1rkjDiXLTR,Aditya A;Saiwariya,Chhodo Kalaiya,Chhodo Kalaiya,46,193263,False,0.639,0.459,4,-10.431,1,0.0298,0.86,0.002,0.0781,0.294,95.01,4,indie
57528,7D5x7oRRK279Tx3SzJ95it,Akanksha Bhandari;Nilotpal Sinha,Betahasha,Betahasha,47,196233,False,0.53,0.432,3,-11.056,1,0.0317,0.774,0.0152,0.121,0.299,109.817,1,indie
57529,00YwP3wJWiG8IxAA7OS9lo,Anupam Roy,Doorbiney Chokh Rakhbona,Amake Amar Moto Thakte Dao,47,319946,False,0.566,0.419,7,-7.661,1,0.0385,0.771,0.0,0.28,0.186,147.881,4,indie
57530,3SKzTIl9mW0DadTys9SFo3,Halsey,BADLANDS (Deluxe),Control,72,214761,False,0.549,0.675,4,-5.637,0,0.0332,0.399,0.0,0.181,0.206,119.898,4,indie
57533,0P2nclWCd2joWuHQGqof4V,Lucky Daye,Best R&B Tunes,"Running Blind - From ""Liberated / Music For the Movement Vol. 3""",0,193070,True,0.724,0.659,3,-5.735,0,0.0574,0.0195,0.00214,0.0535,0.475,134.953,5,indie
57534,1APgkkfiW1BxlzAzg39Nf0,Lucky Daye,Best R&B Tunes,"Running Blind - From ""Liberated / Music For the Movement Vol. 3""",0,193070,True,0.724,0.659,3,-5.735,0,0.0574,0.0195,0.00214,0.0535,0.475,134.953,5,indie
57535,5tIxnCzabHrRTQeUfMOqRe,Lucky Daye,Blinding Lights,"Running Blind - From ""Liberated / Music For the Movement Vol. 3""",0,193070,True,0.724,0.659,3,-5.735,0,0.0574,0.0195,0.00214,0.0535,0.475,134.953,5,indie
57536,27N6lqXxjDiylUqHa84fA6,IndianRaga;Mahesh Raghvan;Vinod Krishnan;Aditya Rao,Shape of You (Carnatic Mix),Shape of You - Abheri - Shudha Dhanyasi - Adi Tala - Carnatic Mix,47,170034,False,0.735,0.722,1,-8.373,0,0.0352,0.489,0.0,0.383,0.936,95.967,4,indie
57537,0sxddMFGPvBbgEUBbSFiDh,Lucky Daye,Best R&B Tunes,"Running Blind - From ""Liberated / Music For the Movement Vol. 3""",0,193070,True,0.724,0.659,3,-5.735,0,0.0574,0.0195,0.00214,0.0535,0.475,134.953,5,indie
57547,0eZQxwpDSGSY84ynZzU7VJ,Sam Fender,Christmas Vibes But Not Christmas Songs,Winter Song,0,254437,False,0.314,0.309,2,-3.809,1,0.0312,0.855,4.71e-06,0.123,0.215,171.132,3,indie
57548,7M3bjqyNXPKL3iHzvjRNdU,Sam Fender,Alternative Christmas 2022,Winter Song,0,254437,False,0.314,0.309,2,-3.809,1,0.0312,0.855,4.71e-06,0.123,0.215,171.132,3,indie
57550,0oA9wBGDY4uyILLg4GymWP,AnnenMayKantereit;Giant Rooks,Tom's Diner,Tom's Diner,78,269333,False,0.68,0.428,6,-8.107,0,0.135,0.376,0.000344,0.355,0.334,98.222,4,indie
57551,6mPet122yXpp6X8iTiNVo9,Anupam Roy,Mehman,Mehman,4,270937,False,0.603,0.783,6,-6.012,1,0.0486,0.131,4.16e-05,0.234,0.703,127.981,4,indie
57552,0GO8y8jQk1PkHzS31d699N,Grouplove,Never Trust a Happy Song,Tongue Tied,79,218013,False,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,4,indie
57553,64Ds8EuwkeGSOeXDzXLRZz,Tai Verdes,sheluvme,sheluvme,67,150840,True,0.543,0.677,8,-5.203,1,0.284,0.514,1.19e-05,0.239,0.712,82.36,4,indie
57554,0CawrCDxkBgaR2ImcpQYMm,OAFF;Kayan,So Good,So Good,46,179085,False,0.767,0.431,8,-12.553,0,0.0754,0.436,0.0247,0.0812,0.473,149.936,4,indie
57555,1TnUURhehaoMWKAqQtirm6,Halsey,BADLANDS,Colors,68,249499,False,0.512,0.812,1,-4.809,1,0.0617,0.0534,0.0,0.092,0.521,100.02,4,indie
57556,2yUTr48mqvWN8IfDECd2Lf,Rusha & Blizza,Bazaar,Mela,46,165228,False,0.792,0.351,2,-12.751,1,0.473,0.0782,3.39e-05,0.0857,0.213,92.895,4,indie
57557,5e4uOUdrpFCKC2kwnXWWtY,Prateek Kuhad,Shehron Ke Raaz,Shehron Ke Raaz,46,152320,False,0.777,0.215,0,-13.706,1,0.0535,0.89,0.00773,0.109,0.221,111.017,4,indie
57558,1lusH0zFDRV1ThaFYsUgfi,Cigarettes After Sex,Affection,Affection,67,311000,True,0.403,0.417,7,-11.252,1,0.0257,0.5,0.889,0.105,0.251,89.966,4,indie
57559,7I1nwZimETiRW83xZv023W,Ritviz;Karan Kanchan,Dev,Khamoshi,47,189391,False,0.714,0.666,11,-7.944,1,0.0434,0.00451,0.0001,0.42,0.619,114.95,4,indie
57560,0AcjYkz8h6XhmASAoaHgBY,Dream Note,Dil,Dil,45,188000,False,0.711,0.33,9,-12.348,0,0.0293,0.797,0.00242,0.125,0.463,98.988,4,indie
57561,0LQGDAv1siMLMfBeeAdodG,JVKE,this is what falling out of love feels like (392Hz),i can't help it,42,177886,False,0.459,0.639,1,-4.152,1,0.0638,0.236,0.00922,0.248,0.344,155.935,4,indie
57562,2bGCXKKxk0FyTwYeJooaJH,Osho Jain,Khush to Hai Na,Khush to Hai Na,46,191020,False,0.807,0.0977,0,-15.128,1,0.0427,0.97,4.16e-05,0.0863,0.462,147.127,4,indie
57563,6iJDhOaOzDYDyGhrI7S5qV,JVKE,this is what sadness feels like (214Hz),this is what sadness feels like,50,191830,False,0.483,0.321,10,-10.401,0,0.0719,0.82,0.000107,0.128,0.148,141.28,3,indie
57564,1DKfhVxj07r86PuIcLZNe0,Zaeden;Yashraj;AAKASH,Genesis 1:1,kho gaya,47,177290,False,0.729,0.496,0,-7.863,1,0.0613,0.766,0.0,0.134,0.66,155.062,4,indie
57565,4dUOiTUovOCy91uztDlUp3,Prateek Kuhad,Favorite Peeps,Favorite Peeps,52,193733,False,0.611,0.525,7,-9.683,1,0.0354,0.767,0.799,0.112,0.299,113.946,4,indie
57566,36seMHoyXmLUNxcwzwjdF7,Christian Leave,Hope,Please Notice,74,116666,False,0.55,0.271,2,-8.451,1,0.0297,0.843,3.21e-06,0.107,0.198,111.344,4,indie
57567,1U7Y9C4YpHYp1EJP1p5rRs,JVKE,this is what falling out of love feels like (392Hz),catch me,40,177236,False,0.442,0.55,10,-3.845,1,0.184,0.73,0.00059,0.276,0.332,101.389,3,indie
57568,6pD5shyLA2WIMgeyLWcb6A,Ritviz;Karan Kanchan,Mimmi,Jaana,47,185149,False,0.668,0.682,9,-7.999,1,0.0419,0.00143,0.00469,0.467,0.565,139.998,4,indie
57569,4BuKcv3m61D3feQaJVW4oF,Ritviz,Mimmi,Pukaar,47,136751,False,0.534,0.476,7,-8.268,1,0.0325,0.0337,0.0,0.629,0.593,106.891,4,indie
57570,1C9DajYq19423BwN85bNf0,Shamoon Ismail,Cookie,Marijuana,48,186985,False,0.686,0.566,4,-11.567,1,0.0496,0.159,0.0221,0.104,0.698,94.977,4,indie
57571,0PivOoKM1sECNTsZ7K6N3h,The Local Train,Vaaqif,Mizaaj,45,263509,False,0.535,0.701,1,-5.905,0,0.0297,0.00649,6.37e-06,0.403,0.334,138.05,4,indie
57572,1SdItcSOTD14tvIo8UzA6k,Forrest Nolan,Summer Vibe,Summer Vibe,61,200292,False,0.891,0.627,4,-8.458,1,0.0566,0.435,0.0,0.266,0.922,136.024,4,indie
57573,06C6QABI5ChBAsw95J9oTo,Ankur Tewari;The Ghalat Family;Karsh Kale,Side A,Mohobbat Zindabad,47,209733,False,0.781,0.602,9,-4.881,1,0.0523,0.225,4.17e-05,0.124,0.554,129.011,4,indie
57574,5zEsgJyUE3Fg84mtxwf1et,JVKE,this is what falling out of love feels like (392Hz),this is what falling out of love feels like,40,141163,False,0.323,0.807,10,-5.031,0,0.251,0.649,0.00568,0.638,0.366,173.874,3,indie
57575,683Zokh8DyHi8UJCI6pz3k,JVKE,this is what sadness feels like (214Hz),wonder if she loves me,46,160676,False,0.463,0.58,0,-3.664,1,0.128,0.598,0.0,0.622,0.454,83.995,4,indie
57576,3JiaA3hvuKu4Fjf6AWwVMX,Gracie Abrams,Difficult,Difficult,72,257881,False,0.599,0.59,2,-9.135,1,0.0645,0.432,6.54e-06,0.397,0.402,146.022,4,indie
57577,1LmTH1icxHp3kpeeC1qmDM,Still Woozy,The Greatest Rock Tunes 2022,Kenny,1,194133,False,0.751,0.486,1,-10.746,1,0.0374,0.331,0.032,0.108,0.408,120.01,4,indie
57578,1hQcElFh9jzZnyLPfoMI9G,Mohan Kannan;Neha Bhasin,Neerja,Aankhein Milayenge Darr Se,45,176750,False,0.725,0.703,5,-4.948,1,0.0741,0.433,0.0,0.0632,0.561,82.051,4,indie
57579,5inWUDecQMC4l2eOFzaIaf,Sub Urban;BENEE,Mellow Electronic Pop,UH OH!,0,133509,False,0.759,0.582,9,-7.414,0,0.331,0.5,9.05e-06,0.197,0.484,150.772,4,indie
57580,2ORZY1UyCJkyQRFwyTtPbi,JVKE,this is what sadness feels like (214Hz),save your breath,42,165964,False,0.483,0.491,2,-5.389,1,0.0694,0.695,0.000555,0.128,0.4,111.956,4,indie
57581,07Wy1eKaBeKTUhCQVPvaKP,Aditya A;Mumzy Stranger,Chaand Baaliyan (Girl Let Me Tell You),Chaand Baaliyan - Girl Let Me Tell You,46,135000,False,0.718,0.801,0,-4.54,1,0.0543,0.0955,0.00276,0.196,0.782,99.975,4,indie
57582,4ZVH5KGVB8g4EpMTVLyogw,Roshan Sebastian;Sebastian Sathish;Adithya Gopi,Mandram Vantha,Mandram Vantha,46,207272,False,0.662,0.158,2,-17.182,0,0.036,0.947,0.0258,0.139,0.167,109.968,4,indie
57583,6IskNuvBwK8YzFrjvXIp5h,The Local Train,Aalas Ka Pedh,Yeh Zindagi Hai,45,249160,False,0.633,0.616,9,-7.395,1,0.0288,0.126,0.0,0.078,0.7,131.072,4,indie
57584,4G0Hapv3voC6uQFuS7iZ2A,Lipsika;L. V. Revanth,Prema Katha Chithram,I Just Love You Baby,45,233832,False,0.613,0.572,2,-8.912,0,0.0288,0.761,0.344,0.0591,0.703,164.91,3,indie
57585,2Mos9d5rH50MfweI0T9QZs,Sub Urban;BENEE,Internet Sensations,UH OH!,2,133509,False,0.759,0.582,9,-7.414,0,0.331,0.5,9.05e-06,0.197,0.484,150.772,4,indie
57586,3sHr6yThEKCa7IZ8zY2I17,Still Woozy,Best Road Trip Pop Tunes,WTF,0,193840,False,0.715,0.496,8,-9.487,1,0.0589,0.648,0.213,0.0741,0.71,76.512,4,indie
57587,45ROR8UMn60YEVQnDy0uVF,Cavetown,Animal Kingdom,Juliet,79,278991,True,0.546,0.586,6,-8.488,1,0.0313,0.00346,0.00114,0.0562,0.364,131.778,4,indie
57588,0beovTlPSpPYSYSTtY9Wpv,Chelsea Cutler;Noah Kahan,Autumn Vibe,Crazier Things,0,264584,False,0.635,0.274,2,-13.53,1,0.033,0.813,0.0,0.162,0.316,93.025,4,indie
57589,4OZ7U4mX5Wkj6x70rD3uFZ,Still Woozy,Die For You,WTF,0,193840,False,0.715,0.496,8,-9.487,1,0.0589,0.648,0.213,0.0741,0.71,76.512,4,indie
57590,3CM4DrVkkIUMSry3MgfhOv,Still Woozy,Frühstücksmusik Herbst/Winter 2022/2023,That's Life,0,147653,False,0.754,0.498,6,-8.74,0,0.0882,0.518,0.0384,0.102,0.542,96.088,4,indie
57591,2eEpacct3ss21cgswjMEdw,Gracie Abrams,"Anímate, es viernes",Mess It Up,0,171280,False,0.765,0.582,0,-4.528,1,0.12,0.245,8.21e-05,0.154,0.36,132.992,4,indie
57592,5UcpS8tiqIBonv1O145xlq,Chelsea Cutler,REGNIG DAG,Devil On My Shoulder,0,212493,True,0.661,0.323,7,-9.579,1,0.0412,0.649,1.82e-05,0.193,0.372,129.955,4,indie
57593,040wa7JKXeVWLjkVYHxtQe,Still Woozy,Best Road Trip Pop Tunes,WTF,0,193840,False,0.715,0.496,8,-9.487,1,0.0589,0.648,0.213,0.0741,0.71,76.512,4,indie
57594,5po9pozWBdYmpkGAEoo6dj,Still Woozy,Best Road Trip Pop Tunes,WTF,0,193840,False,0.715,0.496,8,-9.487,1,0.0589,0.648,0.213,0.0741,0.71,76.512,4,indie
57595,6MSKVdRyRt2BeKFd7N4QKq,Gracie Abrams,Fall Aesthetic,Rockland,0,217368,False,0.568,0.402,5,-11.344,1,0.0448,0.787,0.000188,0.103,0.397,125.743,4,indie
57596,4vHUDuEaQeGvKlW2n7Mwbt,Chelsea Cutler,Mega Hits Autumn/Fall 2022,Devil On My Shoulder,0,212493,True,0.661,0.323,7,-9.579,1,0.0412,0.649,1.82e-05,0.193,0.372,129.955,4,indie
57597,6RMPFmpwJgyPvUvBdjWreM,Chelsea Cutler;Noah Kahan,Halloween & Chill,Crazier Things,0,264584,False,0.635,0.274,2,-13.53,1,0.033,0.813,0.0,0.162,0.316,93.025,4,indie
57598,2UkHuOfxBPLliEKCVep30k,Chelsea Cutler,Weihnachtspop 2022,Mistletoe - Recorded at Electric Lady Studios NYC.,0,184026,False,0.579,0.33,2,-11.108,1,0.0395,0.739,0.0,0.0785,0.298,79.885,4,indie
57599,4YPv3f4Jd1MD3KmV0WoXi1,Chelsea Cutler,Christmas Day Chill,Mistletoe - Recorded at Electric Lady Studios NYC.,0,184026,False,0.579,0.33,2,-11.108,1,0.0395,0.739,0.0,0.0785,0.298,79.885,4,indie
57600,751srcHf5tUqcEa9pRCQwP,Cafuné,Running,Tek It,80,191823,False,0.423,0.913,8,-5.354,1,0.0655,6.53e-05,0.0,0.269,0.596,146.995,4,indie
57601,4PShfgy75bCYTWb6hNEMPe,The Yellow Diary,Izafa,Buniyaad,45,256000,False,0.476,0.481,6,-9.441,0,0.0302,0.733,0.123,0.0504,0.152,130.031,4,indie
57602,2DQ1ITjI0YoLFzuADN1ZBW,G-Eazy;A$AP Rocky;Cardi B,The Beautiful & Damned,No Limit,71,245386,True,0.838,0.771,1,-3.791,1,0.244,0.0117,0.0,0.0853,0.405,175.957,4,indie
57603,5gBW4PhXqiUVL8FJ5K9opo,Taba Chake,Bombay Dreams,Walk With Me,51,170011,False,0.708,0.316,10,-9.507,1,0.0671,0.447,0.00023,0.079,0.652,81.403,4,indie
57605,6Zc5f20q7sOe1IC1c1jQvZ,Halsey;Juice WRLD,Without Me (with Juice WRLD),Without Me (with Juice WRLD),66,228816,True,0.744,0.514,6,-6.103,1,0.0746,0.355,0.0,0.184,0.449,136.013,4,indie
57606,1HuZxrpsW23bySVwsYwUpH,OAFF;Lothika,Frontline - Single,Frontline,45,208777,False,0.355,0.264,0,-10.174,1,0.029,0.539,0.00353,0.0988,0.107,93.021,3,indie
57607,5lGN9hkorYrkMRdERpzwI0,Nucleya;Avneet Khurmi;Guri Gangsta,Bass Rani,Aaja,46,271304,False,0.762,0.634,0,-7.981,0,0.0566,0.0152,0.0115,0.0985,0.198,92.063,4,indie
57608,6jgkEbmQ2F2onEqsEhiliL,Mac DeMarco,2,My Kind of Woman,81,190845,False,0.501,0.765,6,-7.063,0,0.0281,0.00294,0.49,0.184,0.46,91.771,4,indie
